City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
546,Hualmay,-11.0964,-77.6139,68.67,84,100,6.64,PE,2021-04-12 04:50:00
547,Sobolevo,54.4299,31.8996,45.01,73,0,7.63,RU,2021-04-12 04:50:01
548,Verona,45.4167,11.0333,48.99,100,75,4.61,IT,2021-04-12 04:47:22
549,Sahuaripa,29.05,-109.2333,71.58,34,99,6.2,MX,2021-04-12 04:46:15
550,Warwick,41.7001,-71.4162,44.6,87,90,8.05,US,2021-04-12 04:46:10
551,Sidi Ali,36.0998,0.4206,54.32,79,8,0.51,DZ,2021-04-12 04:50:04
552,Yei,4.095,30.6779,68.2,90,96,3.67,SS,2021-04-12 04:50:04
553,Xingyi,24.1877,102.817,77.97,29,6,13.51,CN,2021-04-12 04:50:05
554,Nanakuli,21.3906,-158.1547,75.0,68,75,6.91,US,2021-04-12 04:50:05
555,Kenitra,34.261,-6.5802,50.0,100,90,4.32,MA,2021-04-12 04:50:06
556,Lagdo,9.05,13.7333,82.4,61,0,9.22,CM,2021-04-12 04:50:06
557,Ratnagiri,16.9833,73.3,89.73,55,50,5.86,IN,2021-04-12 04:50:06
558,Chapais,49.7834,-74.8492,44.6,70,1,11.5,CA,2021-04-12 04:50:07
559,Kieta,-6.2167,155.6333,82.08,77,76,1.41,PG,2021-04-12 04:50:07
560,Santa Isabel Do Rio Negro,-0.4139,-65.0192,72.14,99,100,2.15,BR,2021-04-12 04:50:08
